      339.5304600000	      894.0846428571	      339.5304565430	     1029.8356933594
      339.9049103270	      894.0846428571	      339.9049072266	     1029.8356933594
      340.2793317984	      894.0846428571	      340.2793273926	     1029.8356933594
      340.6537244002	      936.2142857143	      340.6537170410	     1004.0898437500
      341.0280881182	      987.7060714286	      341.0280761719	     1029.8356933594
      341.4024229381	      957.2791071429	      341.4024353027	      945.5764160156
      341.7767288458	      954.9385714286	      341.7767333984	      957.2791137695
      342.1510058271	      987.7060714286	      342.1510009766	      931.5332031250
      342.5252538679	      966.6412500000	      342.5252685547	      945.5764160156
      342.8994729539	      938.5548214286	      342.8994750977	      985.3655395508
      343.2736630710	      980.6844642857	      343.2736511230	     1029.8356933594
      343.6478242051	      990.0466071429	      343.6478271484	      957.2791137695
      344.0219563419	     1018.1330357143	      344.0219421387	      968.9818115234
      344.3960594673	     1001.7492857143	      344.3960571289	      994.7276611328
      344.7701335670	      992.3871428571	      344.7701416016	     1050.9005126953
      345.1441786270	     1006.4303571429	      345.1441650391	     1039.1978759766
      345.5181946330	     1046.2194642857	      345.5181884766	     1043.8789062500
      345.8921815709	     1057.9221428571	      345.8921813965	     1053.2410888672
      346.2661394265	     1025.1546428571	      346.2661437988	     1043.8789062500
      346.6400681855	     1043.8789285714	      346.6400756836	     1048.5600585938
      347.0139678340	     1083.6680357143	      347.0139770508	     1095.3707275391
      347.3878383576	     1088.3491071429	      347.3878479004	     1093.0301513672
      347.7616797422	     1074.3058928571	      347.7616882324	     1097.7113037109
      348.1354919736	     1069.6248214286	      348.1354980469	     1041.5384521484
      348.5092750376	     1060.2626785714	      348.5092773438	     1086.0085449219
      348.8830289201	     1074.3058928571	      348.8830261230	     1100.0517578125
      349.2567536069	     1104.7328571429	      349.2567443848	     1111.7545166016
      349.6304490838	     1107.0733928571	      349.6304626465	     1074.3059082031
      350.0041153366	     1121.1166071429	      350.0041198730	     1086.0085449219
      350.3777523513	     1102.3923214286	      350.3777465820	     1135.1597900391
      350.7513601135	     1078.9869642857	      350.7513732910	     1074.3059082031
      351.1249386091	     1181.9705357143	      351.1249389648	     1142.1813964844
      351.4984878239	     1111.7544642857	      351.4984741211	     1167.9273681641
      351.8720077438	     1139.8408928571	      351.8720092773	     1146.8625488281
      352.2454983546	     1153.8841071429	      352.2454833984	     1153.8841552734
      352.6189596421	     1111.7544642857	      352.6189575195	     1165.5867919922
      352.9923915922	     1116.4355357143	      352.9924011230	     1116.4355468750
      353.3657941906	     1107.0733928571	      353.3657836914	     1128.1381835938
      353.7391674231	     1121.1166071429	      353.7391662598	     1203.0354003906
      354.1125112757	     1139.8408928571	      354.1125183105	     1104.7329101563
      354.4858257342	     1111.7544642857	      354.4858398438	     1104.7329101563
      354.8591107843	     1135.1598214286	      354.8591003418	     1078.9869384766
      355.2323664118	     1179.6300000000	      355.2323608398	     1123.4571533203
      355.6055926027	     1095.3707142857	      355.6055908203	     1200.6948242188
      355.9787893427	     1121.1166071429	      355.9787902832	     1130.4787597656
      356.3519566177	     1095.3707142857	      356.3519592285	     1158.5651855469
      356.7250944135	     1165.5867857143	      356.7250976563	     1200.6948242188
      357.0982027158	     1081.3275000000	      357.0982055664	     1114.0949707031
      357.4712815106	     1193.6732142857	      357.4712829590	     1088.3491210938
      357.8443307837	     1064.9437500000	      357.8443298340	     1137.5003662109
      358.2173505208	     1116.4355357143	      358.2173461914	     1135.1597900391
      358.5903407079	     1118.7760714286	      358.5903320313	     1088.3491210938
      358.9633013306	     1121.1166071429	      358.9632873535	     1071.9653320313
      359.3362323749	     1128.1382142857	      359.3362426758	     1137.5003662109
      359.7091338267	     1069.6248214286	      359.7091369629	     1144.5219726563
      360.0820056716	     1137.5003571429	      360.0820007324	     1160.9057617188
      360.4548478955	     1116.4355357143	      360.4548339844	     1144.5219726563
      360.8276604843	     1160.9057142857	      360.8276672363	     1128.1381835938
      361.2004434238	     1139.8408928571	      361.2004394531	     1137.5003662109
      361.5731966997	     1142.1814285714	      361.5732116699	     1132.8193359375
      361.9459202980	     1102.3923214286	      361.9459228516	     1139.8409423828
      362.3186142045	     1158.5651785714	      362.3186035156	     1125.7977294922
      362.6912784049	     1151.5435714286	      362.6912841797	     1062.6032714844
