0.002364066	1.237874356
0.002375297	1.171182982
0.002386635	1.139434283
0.002398082	1.078809661
0.002409639	1.021651248
0.002421308	0.994252273
0.00243309	0.94160854
0.002444988	0.867500568
0.002457002	0.820980552
0.002469136	0.776528789
0.00248139	0.733969175
0.002493766	0.673344553
0.002506266	0.634878272
0.002518892	0.579818495
0.002531646	0.527632742
0.002544529	0.478035801
0.002557545	0.430782916
0.002570694	0.371063681
0.002583979	0.328504067
0.002597403	0.287682072
0.002610966	0.223143551
0.002624672	0.186329578
0.002638522	0.139262067
0.00265252	0.094310679
0.002666667	0.051293294
0.002680965	0.020202707
0.002695418	-0.019802627
0.002710027	-0.067658648
0.002724796	-0.104360015
0.002739726	-0.139761942
0.002754821	-0.165514438
0.002770083	-0.198850859
0.002785515	-0.223143551
0.00280112	-0.246860078
0.002816901	-0.270027137
0.002832861	-0.292669614
0.002849003	-0.3074847
0.00286533	-0.322083499
0.002881844	-0.336472237
0.002898551	-0.350656872
0.002915452	-0.357674444
0.002932551	-0.364643114
0.002949853	-0.364643114
0.002967359	-0.371563556
0.002985075	-0.371563556
0.003003003	-0.371563556
0.003021148	-0.371563556
0.003039514	-0.364643114
0.003058104	-0.364643114
0.003076923	-0.357674444
0.003095975	-0.350656872
0.003115265	-0.343589704
0.003134796	-0.343589704
0.003154574	-0.329303747
0.003174603	-0.322083499
0.003194888	-0.31481074
0.003215434	-0.3074847
0.003236246	-0.3074847
0.003257329	-0.300104592
0.003278689	-0.292669614
0.00330033	-0.292669614
