850	0.988
852	0.544
854	0.358
856	0.288
858	0.278
860	0.286
862	0.289
864	0.3
866	0.308
868	0.316
870	0.324
872	0.332
874	0.34
876	0.349
878	0.358
880	0.364
882	0.373
884	0.382
886	0.389
888	0.393
890	0.4
892	0.412
894	0.419
896	0.433
898	0.461
900	0.487
902	0.513
904	0.536
906	0.588
908	0.58
910	0.598
912	0.612
914	0.625
916	0.637
918	0.654
920	0.668
922	0.676
924	0.685
926	0.695
928	0.706
930	0.716
932	0.723
934	0.732
936	0.741
938	0.751
940	0.765
942	0.773
944	0.78
946	0.79
948	0.801
950	0.811
952	0.821
954	0.832
956	0.84
958	0.85
960	0.863
962	0.872
964	0.881
966	0.891
968	0.901
970	0.911
972	0.917
974	0.927
976	0.936
978	0.946
980	0.954
982	0.964
984	0.972
986	0.982
988	0.995
990	1.004
992	1.008
994	1.018
996	1.027
998	1.036
1000	1.048
1002	1.052
1004	1.061
1006	1.07
1008	1.079
1010	1.092
1012	1.097
1014	1.105
1016	1.112
1018	1.121
1020	1.128
1022	1.137
1024	1.145
1026	1.153
1028	1.161
1030	1.171
1032	1.176
1034	1.189
1036	1.194
1038	1.202
1040	1.21
1042	1.215
1044	1.225
1046	1.234
1048	1.24
1050	1.248
1052	1.253
1054	1.261
1056	1.267
1058	1.277
1060	1.282
1062	1.29
1064	1.299
1066	1.307
1068	1.315
1070	1.321
1072	1.328
1074	1.336
1076	1.342
1078	1.35
1080	1.357
1082	1.363
1084	1.369
1086	1.377
1088	1.382
1090	1.391
1092	1.397
1094	1.405
1096	1.409
1098	1.416
1100	1.423
1102	1.43
1104	1.436
1106	1.443
1108	1.45
1110	1.456
1112	1.462
1114	1.468
1116	1.472
1118	1.477
1120	1.482
1122	1.485
1124	1.489
1126	1.493
1128	1.503
1130	1.509
1132	1.515
1134	1.52
1136	1.525
1138	1.534
1140	1.541
1142	1.549
1144	1.554
1146	1.56
1148	1.566
1150	1.571
1152	1.576
1154	1.582
1156	1.588
1158	1.594
1160	1.601
1162	1.605
1164	1.611
1166	1.618
1168	1.625
1170	1.629
1172	1.632
1174	1.639
1176	1.643
1178	1.647
1180	1.651
1182	1.655
1184	1.659
1186	1.662
1188	1.667
1190	1.669
1192	1.672
1194	1.675
1196	1.678
1198	1.68
1200	1.683
1202	1.684
1204	1.688
1206	1.69
1208	1.692
1210	1.694
1212	1.697
1214	1.698
1216	1.701
1218	1.704
1220	1.706
1222	1.708
1224	1.709
1226	1.711
1228	1.712
1230	1.713
1232	1.713
1234	1.712
1236	1.711
1238	1.709
1240	1.707
1242	1.705
1244	1.704
1246	1.702
1248	1.701
1250	1.701
